title,image,url,text
"
Around '30' Media Outlets Began Activities in Past Two Years: Ministry
",https://tolonews.com/sites/default/files/styles/principal_article_image/public/vlcsnap-2023-09-18-19h54m05s448.png?itok=-gxCCAAM,https://tolonews.com/index.php/afghanistan/attack-mediajournalists-185159,"The Ministry of Information and Culture said that nearly 30 media organizations have been established since the Islamic Emirate came to power.,
,The MoIC said that efforts are underway to increase efforts to solve the challenges of the media across the country.,
,“After the Islamic Emirate came to power, between 25 to 30 various media organizations resumed their activities. Most of them are radio stations and are active in different areas of the country,” said Hayatullah Mahajar Farahi, deputy of the MoIC.,
,Meanwhile, the media-supporting organizations said that nearly 300 media organizations have stopped their activities within this period across the country. 50 percent of them were closed because of economic challenges.,
,“Nearly 50 percent of the media shut down within this period. More than 50 percent of them are active,” said Masroor Lutfi, head of Afghanistan’s National Journalists Union.,
,Meanwhile, the journalists expressed concerns that they are struggling with dire economic conditions and urged the interim government to help them.,
,“The suspension of many TV and radio media organizations have been due to economic challenges. The Islamic Emirate should offer support in this regard with a reduction of taxes, giving low prices of licenses and etc…,” said Mohammad Daud Mubrak Oghlo, a journalist.,
,“The journalists have faced various problems. If the MoIC and the Islamic Emirate government are not supportive of the media, the media organizations may collapse,” said Mustafa Sharyar, a journalist.,
,Based on the ANJU, nearly 80 TV channels, 200 radio stations, nearly 10 news agencies and 14 printing media organizations are currently active in Afghanistan. ,
"
"
7 Media Outlets in Paktia Stopped Operations Due to Economic Challenges
",https://tolonews.comNone,https://tolonews.com/afghanistan/provincial-184930,"The activities of seven media outlets in Paktia have stopped due to economic challenges after the Islamic Emirate took over the country. ,
,According to the officials, these include four radio stations, two print media outlets, and one online media outlet. ,
,“The media operating in the province have many economic problems and there is no specific source to finance them,” said Sayed Omer Adil, head of a radio station in Paktia. ,
,“Media is the eyes of a country, if the government pays attention to it, it can both benefit itself and give legitimacy to the systems,” said Saif Sayad, the head of the radio. ,
,Officials and employees of some media outlets said that if the media outlets that are still active are not supported, there is a concern that they will also stop activities. ,
,“In general, the media are facing economic problems, and it will not be long before the media in the province close their doors,” said Ehsanullah Tayb, a radio station employee. ,
,“We request the government does something serious for the media and takes care of their problems,” said Wahidullah, a radio employee. ,
,Meanwhile, the Information and Culture department in Paktia pledged to support the media that operates under the principles of the Islamic Emirate. ,
,""The Islamic Emirate is committed to supporting those media that publish according to the principles of the Islamic Emirate,"" said Sawabjan Islamyar, head of the information and Culture department in Paktia.,
,Currently, in addition to RTA in Paktia, six private radio stations are operating in the province,  two of which have just started to operate. ,
"
"
Islamic Emirate Increasing Efforts to Raise Chabahar Port Activity
",https://tolonews.comNone,https://tolonews.com/business-185129,"Officials in the Islamic Emirate said that they have increased their efforts to develop the activity of Iran's Chabahar port with the aim of not harming the merchants of the country and not relying on a single transit route. ,
,Zabiullah Mujahid, spokesman for the Islamic Emirate, emphasized that with the increase of the capacity in Chabahar port and the activation of the railway of the route with Afghanistan, the problems of the merchants will be solved to a large extent. ,
,“We are trying to prevent losses to our traders. Our traders should not rely on one country, one path, and one way. Chabahar is active now,” said a spokesman for the Islamic Emirate. ,
,“Our intention is good, friendly relations based on economic benefits and good neighborliness,” said Akhond Salam Jawad, a spokesman of the Ministry of Industry and Commerce. ,
,Meanwhile, the Chamber of Commerce and Investment also said that by solving the challenges in Chabahar port, Afghanistan's international trade and transit process will be further developed. ,
,“In order to resolve the technical issues of Chabahar, the government of the Islamic Emirate should act as soon as possible so that we have an alternative way…,” said Khan Mohammad Sarfraz, an official of the Chamber of Commerce and Investment. ,
,“Chabahar port is very important to reach the markets of India exclusively and also the transit of Indian goods through Afghanistan to Central Asia. But, unfortunately, during the last twenty years, sufficient port equipment has not been installed there,” said Azrakhsh Hafizi, a political analyst. ,
,Earlier, the officials of the Afghanistan Railway Department announced that the Chabahar-Nimroz railway project would be completed as soon as possible and they described this project one of the fundamental priorities of the department for the development of trade and transit and to facilitate the transportation of commercial goods between Kabul and Tehran. ,
"
"
Ministry: Nearly 800 Tons of Pine Nuts Worth $800 Million Exported
",https://tolonews.comNone,https://tolonews.com/index.php/business-185146,"The Ministry of Industry and Commerce said that in the last five months, they have exported nearly 800 tons of pine nuts worth eight million dollars. ,
,According to the officials, pine nuts are exported directly to other countries, and they are trying to increase the amount of pine nuts. ,
,“Fortunately, we are directly connected to China, the United Arab Emirates, and other countries, and we are still connected with Russia, and our exports are mostly connected through Afghanistan, by air and ports,” said Akhund Abdul Salam Jawad, spokesman for the Ministry of the Industry and Commerce. ,
,According to the ministry, they have exported this amount of pine nuts to Pakistan, India, China, United Arab Emirates, and other countries. ,
,Meanwhile, some businessmen added that to increase the export of pine nuts, it is necessary to meet their challenges. ,
,“The price of air cargo from Afghanistan is very high. Of course, here the government should consider subsidy programs. Second, the problems…,” said Mahbobullah Mohammadi, a trader. ,
,The Chamber of Commerce and Investment said that if the facilities are provided, the traders can export more than $100 million of pine nuts in a year, and the Islamic Emirate will also earn good income from this route. ,
,“Annually, we export approximately $75 million, and if we process this in the best way and our processes continue here, we can increase the amount of exports to 100 million dollars,” said Mohammad Yonis Momand, first deputy of Commerce and Investment. ,
,Based on the statistics of the Ministry of Industry and Commerce, in 1401, $49 million worth of pine nuts were exported abroad, and most of them were exported to Pakistan, China, and India. ,
"
"
Iran’s President Denies Sending Drones to Russia
",https://tolonews.comNone,https://tolonews.com/world-185163,"(AP) — Iran’s president on Monday denied his country had sent drones to Russia for use in the war in Ukraine, even as the United States accuses Iran of not only providing the weapons but helping Russia build a plant to manufacture them.,
,“We are against the war in Ukraine,” President Ebrahim Raisi said as he met with media executives on the sidelines of the world’s premier global conference, the high-level leaders’ meeting at the U.N. General Assembly.,
,The Iranian leader spoke just hours after five Americans who had been held in Iranian custody arrived in Qatar, freed in a deal that saw President Joe Biden agree to unlock nearly $6 billion in frozen Iranian assets.,
,Known as a hard-liner, Raisi seemingly sought to strike a diplomatic tone. He reiterated offers to mediate the Russia-Ukraine war despite being one of the Kremlin’s strongest backers. And he suggested that the just-concluded deal with the United States that led to the prisoner exchange and assets release could “help build trust” between the longtime foes.,
,Raisi acknowledged that Iran and Russia have long had strong ties, including defense cooperation. But he denied sending weapons to Moscow since the war began. “If they have a document that Iran gave weapons or drones to the Russians after the war,” he said, then they should produce it.,
,Iranian officials have made a series of contradictory comments about the drones. U.S. and European officials say the sheer number of Iranian drones being used in the war in Ukraine shows that the flow of such weapons has not only continued but intensified after hostilities began.,
,Despite his remarks about trust, Raisi’s tone toward the United States wasn’t all conciliatory; he had harsh words at other moments.,
,Raisi said his country “sought good relations with all neighboring countries” in the Middle East, including Saudi Arabia and the United Arab Emirates.,
"
"
Meta Takes Aim at Twitter With the Launch of Rival App Threads
",https://tolonews.comNone,https://tolonews.com/index.php/science-technology-184069,"Meta unveiled an app to rival Twitter on Wednesday, appearing to target users looking for an alternative to the social media platform owned — and frequently changed — by Elon Musk.,
,Called Threads, the new offering is billed as a text-based version of Meta’s photo-sharing app Instagram that the company says provides “a new, separate space for real-time updates and public conversations.”,
,The app went live just after midnight Wednesday in the U.K. in Apple and Google Android app stores in more than 100 countries including the U.S., Britain, Australia, Canada and Japan. Early celebrity users include chef Gordon Ramsay, the pop star Shakira and Mark Hoyle, better known as the YouTuber LadBaby.,
,Users get a Twitter-like microblogging experience, according to screenshots provided to media, suggesting that Meta Platforms has been gearing up to directly challenge the platform after Musk’s tumultuous ownership has resulted in a series of unpopular changes that have turned off users and advertisers.,
,There are buttons to like, repost, reply to or quote a “thread,” and counters showing the number of likes and replies that a post has received.,
,“Our vision is that Threads will be a new app more focused on text and dialogue, modeled after what Instagram has done for photo and video,” the company said.,
,Posts are limited to 500 characters, which is more than Twitter’s 280-character threshold, and can include links, photos and videos up to five minutes long.,
,Instagram users will be able to log in with their existing usernames and follow the same accounts on the new app. New users will have to set up an Instagram account.,
,Meta emphasized measures to keep users safe, including enforcing Instagram’s community guidelines and providing tools to control who can mention or reply to users.,
,Meta’s new offering, however, has raised data privacy concerns.,
,Threads could collect a wide range of personal information, including health, financial, contacts, browsing and search history, location data, purchases and “sensitive info,” according to its data privacy disclosure on the App Store.,
,Twitter co-founder Jack Dorsey pointed it out in a snarky tweet saying, “All your Threads are belong to us” that included a screenshot of the disclosure. Musk replied “yeah.”,
,One place Threads won’t be rolled out is in the European Union, which has strict data privacy rules.,
,Meta has informed Ireland’s Data Privacy Commission that it has no plans yet to launch Threads in the 27-nation bloc, commission spokesman Graham Doyle said. The Irish watchdog is Meta’s main privacy regulator for the EU because the company’s regional headquarters is based in Dublin.,
,While Meta had teased Threads with a listing on Apple’s U.K. App Store earlier this week, it could not be found in the French, German or Dutch versions. The company is working on rolling the app out to more countries but cites regulatory uncertainty for its decision to hold off on a European launch.,
,Analysts said its success is far from guaranteed, citing Meta’s track record of starting standalone apps that were later shut down.,
,Also in question is whether it’s the right move for Meta, which has announced tens of thousands of layoffs over the past year amid a tech industry slowdown.,
,CEO Mark Zuckerberg also has been focusing on the metaverse, investing tens of billions of dollars in the virtual reality concept.,
,Meta risks “spreading itself too thin,” said Mike Proulx, a research director at Forrester, a global market research company. “Meta is banking on a moment in time amidst peak Twitter frustration. However, this window of opportunity is already flooded with Twitter alternatives including Bluesky, Mastodon, Spill, Post.News and Hive, which are all competing for Twitter’s market share.”,
,Even so, Threads could be a fresh headache for Musk, who acquired Twitter last year for $44 billion.,
,He’s made a series of changes that have triggered backlash, the latest being daily limits on the number of tweets people can view to try to stop unauthorized scraping of potentially valuable data. He also is now requiring paid verification for users to access the online dashboard TweetDeck.,
"
"
Bird Has Flown as Musk, Twitter CEO Yaccarino Say 'X' Logo is Here
",https://tolonews.comNone,https://tolonews.com/science-technology-184332,"(Reuters) - Elon Musk and Twitter Chief Executive Officer Linda Yaccarino unveiled a logo for the social media platform on Monday that featured a white ""X"" on a black background as a replacement for the familiar blue bird symbol.,
,""X is here! Let's do this,"" tweeted Yaccarino, and also posted a picture of the logo projected on the company's offices in San Francisco.,
,Both Yaccarino's and Musk's Twitter handles feature the X logo, although the Twitter blue bird is still visible across the platform.,
,Musk said on a post on Sunday he wanted to change Twitter's logo and polled his millions of followers whether they would favour changing the site's colour scheme from blue to black.,
,He posted a picture of a stylised X against a black outer space-themed background. He also referred to the ""interim X logo"".,
,Yaccarino, the former advertising chief at NBCUniversal who started as Twitter CEO on June 5, has taken over when the social media platform is trying to reverse a plunge in advertising revenue.,
"
"
Health Ministry: Only 5 of 700 Medical Centers in Khost Have Licenses
",https://tolonews.comNone,https://tolonews.com/health-185019,"Officials of the Ministry of Public Health said that only five of Khost's more than 700 hospitals, treatment centers, laboratories, and pharmacies had licenses, following the release of TOLOnews' story on the operations of unlicensed clinics.,
,According to a team from the health ministry that visited Khost province, if these medical centers do not get licenses within a month, they will be shut down.,
,“There are more than 700 clinics, hospitals, laboratories, radiology, and other health centers. We supervise not only in the center of Khost, but in the remote districts of Khost,” said Ahmad Khandan, head of the regulation and coordination department of the private sector of the Ministry of Public Health.,
,“We have told everyone, and all of them have promised that if they do not get the license within a month all of their centers will be blocked,” said Abdul Rahman Zahid, deputy director of Khost's public health deparrment.,
,Residents of Khost welcomed this action of the Ministry of Public Health, but they asked the authorities to continuously monitor the activities of the health centers in this province.,
,“Those clinics that do not have licenses, or those doctors that do not have permits, in fact these are playing with the lives of people. We ask the officials to filter it in a good way,” Mohammad Daud, a resident of Khost told TOLOnews.,
,“Clinics which do not have permits should be blocked,” said Zareen, another resident of Khost.,
,""There are some doctors in Khost who, when you visit them, give you all of the medications for another illness, they should be banned,” said Qadir Khostwal, a resident of Khost.,
"
"
Well-Known Afghan Comedian Dies at Age 67
",https://tolonews.com/sites/default/files/styles/principal_article_image/public/vlcsnap-2023-08-21-20h39m01s229.png?itok=vSgUv6Bq,https://tolonews.com/arts-culture-184751,"Abdul Ahmed Khaksar, a famous Afghan actor and comedian, died in Kabul on Monday due to illness, Khaksar's relatives told TOLOnews.,
,Khaksar died at age 67 due to lung disease in Ibn-e-Sina hospital.,
,He worked for more than 40 years in theater and cinema. Relatives of Khaksar called his death a tragedy for Afghanistan’s culture and cinema.,
,He was born in 1334 (solar year) in Khanabad district of Kunduz province.,
,“He was struggling with pain in his feet. Later, he got lung disease. He couldn’t breathe. We brought him to a private hospital but they denied us,” said Sorosh Ahmad, son of Abdul Ahmad Khaksar.,
,Khaksar completed his studies in Shir Khan High School in Kunduz and then joined the teacher training institute in 1357.,
,“Unfortunately, Khaksar has left us and he has gone. This is a big tragedy,” said Abdul Manan Hamidi, a comedian.,
,“Khaksar Sahib had a lot of achievements. Both in theater and movies… he has played in many TV spots,” said Mir Ahmad Qaderi, a comedian.,
,He started his work in 1361 with the RTA for the first time.,
,Khaksar worked in many TV programs, shows and movies. One of his movies, named “Mirak” has become popular among the Afghan people.,
,“His TV achievements are countless because he recorded many comedy pieces,” said Abdul Sahibzada, a comedian.,
,Khaksar was buried in Shah Shaheed in Kabul.,
"
"
Film Festival Held in Kabul
",https://tolonews.comNone,https://tolonews.com/arts-culture-184837,"The ""New Perception"" (Deed Naw) festival for short films is being held in Kabul.   ,
,Filmmakers interviewed by TOLOnews said that they are unable to produce longer movies due to economic challenges.  ,
,“Due to economic, security challenges and political challenges, which currently dominate the country, we have not been able to make movies and no one has issued us a license for it,” said Hamayoun Sakhi, a filmmaker.  ,
,“Today, 15 movies were displayed. I liked the movie named Azadi, and Iqra,” said Fayaz Iftikhar, an artist.  ,
,The organizers of the festival said that it aims to draw support for the country’s movie industry.  ,
,“You know that since its initiation, the cinema in Afghanistan has not come into effect as a business,” said Sayed Habibullah Sadaat, organizer of the festival.  ,
,Participants criticized the diminishing presence of women in movies. ,
,“The movies were good. The movies were about the continuation of education. It is never late for education,” said Faiza Sultani, a participant.  ,
,More than 80 short movies and documentaries were screened in this festival which was held in Ariana cinema. The exhibition is due to last for three days.  ,
"
"
Behzad Art Gallery in Herat Reopens Today
",https://tolonews.com/sites/default/files/styles/principal_article_image/public/vlcsnap-2023-09-06-20h37m58s750.png?itok=pwXqufFG,https://tolonews.com/arts-culture-184989,"The head of the Behzad Gallery in Herat, Mohammad Ibrahim Habibi, told TOLOnews that the gallery that was barricaded on Tuesday by armed employees of Herat's Department of Vice and Virtue, reopened today.,
,Habibi said that the gallery was blocked because two little girls were learning there, and the department of Vice and Virtue said that teaching girls and face-painting should be avoided.,
,""A Mawlawi from the Department of Virtue and Vice came and opened the gallery. But he said that you have disobeyed, and the disobedience is you educated the girls,” he said.,
,Herat Department of Vice and Virtue said that Behzad's Gallery was not blocked by employees of the department.,
,Some female students in Herat who have been forbidden by the Department of Vice and Virtue from visiting the Behzad Art Gallery and studying art, urged the Islamic Emirate to reopen educational institutions for girls.,
,""I hope that the gallery would one day reopen for us, but the news of its closure made me sad,"" said Bahar Akbari, a student at the gallery.,
,“After the closure of the universities, we came here. We were working here and learning art, but it has been eight months since they closed gallery for us,” said Elaha Ataee, a student of the Gallery.,
,Meanwhile, students asked officials to support the development of art and artists.,
,""Yesterday's incident was very unfortunate for us, and we were afraid that this course would be closed,” said Mohammad Daud Ibrahimi, an artist.,
,“We ask the Department of Virtue and Vice to reopen the course to girls,” said Sadiq Habibi, an artist.,
,The Behzad Gallery is located in Haoz-e-Malik, one of Herat's historical areas.,
,In the Behzad Gallery, art instructors instruct students in painting and miniature painting.,
,There is also an exhibition of artistic pieces in this gallery, and visitors stop by every day to view these works.,
"
"
Op-Ed: World Food Day 2021
",https://tolonews.comNone,https://tolonews.com/opinion-175047,"This year’s World Food Day finds us at a critical moment. The COVID-19 pandemic remains a global challenge, causing untold losses and hardship. The impacts of the climate crisis are all around us. Crops have gone up in flames. Homes have been washed away. Lives and livelihoods have been thrown into turmoil due to conflict and other humanitarian emergencies. Global food security challenges have not been this severe for years. ,
,Yet in the midst of this all, there is an encouraging new momentum and energy building as we strive to overhaul the ways in which our food is produced, stored, distributed and consumed. We have started confronting the problems and making the structures more fit for purpose. ,
,Last month’s UN Food Systems Summit convened by the UN Secretary-General, António Guterres, mapped out the broad outlines of how the world needs to move forward to transform agri-food systems. ,
,The closing maxim of the gathering was: “From New York back to Rome,” where the Food and Agriculture Organization (FAO) and sister UN food agencies are based.  ,
,We at FAO have already rolled up our sleeves and got down to the practical tasks of leading the implementation and driving the transformation. ,
,A groundbreaking World Food Forum was successfully convened here in the Italian capital early this month, powered by the global youth, and youth representatives at FAO and our sister agencies, focused on harnessing the creativity and resilience of our younger generations. They have the most at stake. They will be the ones living with the direct consequences of the climate crisis and malfunctioning agri-food systems. At the same time, the 1.8 billion young people in the world today between the ages of 10 and 24, of which nearly 90 percent are living in developing countries, provide an unlimited potential to tap. ,
,We have already started to leverage that into widespread awareness, holistic solutions and concrete youth-lead actions for change. Of course the young aren’t the only ones who need to worry about our agri-food systems not being fit for purpose, and on how to make them more efficient, inclusive, resilient and sustainable. ,
,Even before COVID-19 shone a spotlight on the vulnerability of the world’s agri-food systems, hundreds of millions of people worldwide were afflicted by hunger - and that number has increased in the last year up to 811 million. Despite the world producing sufficient food to feed all of us. This is unimaginable and unacceptable. ,
,At the same time, 14 percent of the food we produce is lost, and 17 percent is wasted. Combine this with other stressors — such as pests and diseases, natural disasters, loss of biodiversity and habitat destruction, and conflict  — and you can see the magnitude of the challenge we face in meeting the world’s growing food needs, while simultaneously reducing the environmental and climate impact of our agri-food systems.  ,
,FAO, as the leading agency working on food and agriculture, has developed a toolbox which we are confident can enable us to make an impact on many of these complex systemic problems. ,
,We have a clear sense of where we are going, framed in the objectives: Better Production, Better Nutrition, a Better Environment and a Better Life. And our work is underpinned by a new Strategic Framework 2022-2031 for the next ten years that defines the concrete actions and inputs needed to make the Four Betters a reality, and leave no one behind. ,
,FAO estimates that as much as $40 to $50 billion in annual investments on targeted interventions are needed to end hunger by 2030. There are plenty of low-cost, high-impact projects that can help hundreds of millions of people better meet their food needs. ,
,For instance, targeted interventions on Research and Development to make farming more technologically advanced, innovation in digital agriculture, and improve literacy rates among women can go a long way to reducing hunger. But there are also other essential elements such as better data, governance and institutions, that need to be added to the equation. ,
